,Main title,property_type,monthly_rent,bills,property_features,deposit,property_rules
664,Very stylish 2-bedroom apartment for rent in Mitte,"Apartment
2
bedrooms
1
bathrooms
68
m2","Monthly rent
1900 €","Bills
Electricity
Not included
Estimation requested to Landlord
Water
Not included
Estimation requested to Landlord
Gas
Not included
Estimation requested to Landlord
Wifi
Not included
Estimation requested to Landlord","Furnished
TV
Dishwasher
Washing machine
Dryer
Equipped kitchen
Balcony or terrace
Natural gas water heating
Natural gas heating
Oven
68 m2",1 month's rent,"Landlord policies
Speaks English: yes
Lives in property: no
Deposit: 1 month’s rent
Payment method: cash; bank transaction
Licence fee: payable at check-in"
665,Luxury 1-bedroom apartment with balcony for rent in Kreuzberg,"Apartment
1
bedrooms
1
bathrooms
90
m2","Monthly rent
2200 €","Bills
Electricity
Included
Water
Included
Gas
Included
Wifi
Included","Furnished
Dishwasher
Washing machine
Elevator
Equipped kitchen
Balcony or terrace
Electric water heating
Heating
Drying rack
Oven
90 m2",1.5 months' rent,"Landlord policies
Languages spoken: English, German
Lives on property: no
Deposit: 1 ½ months’ rent
Payment method: bank transfer
Possibility of domiciliation: no"
666,Partially furnished apartment with 3 bedrooms for rent in Hermsdorf,"Apartment
3
bedrooms
2
bathrooms","Monthly rent
1650 €","Bills
Electricity
Not included
Pay the Landlord 300€/month
Water
Included
Gas
Included
Wifi
No internet","Dishwasher
Exterior
Equipped kitchen
Balcony or terrace
Parking available
Smoking allowed
Central water heating
Heating
Oven",3 months' rent,"Landlord policies
Payment method: bank transfer
Other costs:
Rundfunkbeitrag (German Broadcasting fees): no, not included in rent (€17,50 per month for the apartment)
Required documentation:
ID / Passport
Work contract
University acceptance letter (if applicable)
Recent paychecks / Bank statement
Home insurance
Your landlord speaks: German, Turkish
Your landlord does not live on the property"
667,"Stylish 1-bedroom apartment for rent in Kreuzberg, Berlin","Apartment
1
bedrooms
1
bathrooms
36
m2","Monthly rent
1170 €","Bills
Electricity
Included
Water
Included
Wifi
Not included
Pay the Landlord 48€/month","Furnished
Washing machine
Exterior
Central water heating
Heating
Oven
36 m2",2 months' rent,"Landlord policies
Languages spoken: German, English, Italian, Chinese
Lives on property: no
Payment method: the landlord accepts bank transfer and may require the rent to be paid by cash by the 3rd of each month
Departure cleaning fee: €50
City tax may apply for the first 21 days of stay, and will be charged separately from rent
Required documentation:
ID / Passport
Work contract
University acceptance letter (if applicable)
Schufa (credit report - ++learn more++)"
668,Modern room for rent in apartment with 5 bedrooms in Schöneberg,"Room
5
flatmates
1
bathrooms
155
m2","Monthly rent
820 €","Bills
Electricity
Included
Water
Included
Gas
Included
Wifi
Included","Furnished
TV
Dishwasher
Washing machine
Exterior
Equipped kitchen
Balcony or terrace
Central water heating
Heating
Oven
155 m2",1 month's rent,"Landlord policies
Overnight guests permitted: yes
Maximum consecutive nights: 7
Maximum nights per month: 7
Payment method: bank transfer
Other costs
GEZ-Gebühr (TV license): no, not included in rent
Check-in/out:
Check-in hours: Monday-Friday 10:00-18:00
Check-out hours: before 12:00
Out of hours check-in: €100
Required documentation:
ID / Passport
Your landlord speaks: English, German
Your landlord does not live on the property"
669,Room for rent in co-living space with 5 rooms in Mitte,"Room
5
flatmates","Monthly rent
899 €","Bills
Electricity
Included
Water
Included
Gas
Included
Wifi
Included","Furnished
TV
Dishwasher
Exterior
Elevator
Equipped kitchen
Balcony or terrace
Oven",1.5 months' rent,"Landlord policies
Payment method: bank transfer; credit card (2.5% fee), PayPal (2.5% fee)
Other costs:
GEZ-Gebühr (TV license) 17,50€
7% Surcharge is applicable for short-lets (duration of less than 6 months)
Final cleaning fee:
Room 100€
Studio 150€
Apartment 2 rooms 200€
Apartment 3 rooms 250€
Required documentation:
Passport Copy
Visa / Work-permit (non-EU citizen)
Employment Contract or Admission letter
Latest 3 payslips and 3 months bank statement
Tax returns of previous year (Freelancer or Self-Employed)
Blocked account details along with Parental Guarantee (Students)
Schufa (Optional)
Note: We also accept credit history from your country of origin
Registration possible and the necessary document will be provided post the move-in"
670,Room for rent in apartment with 4 bedrooms in Berlin,"Room
4
flatmates
1
bathrooms","Monthly rent
559 €","Bills
Electricity
Included
Water
Included
Gas
Included
Wifi
Included","Furnished
Washing machine
Exterior
Equipped kitchen
Balcony or terrace
Oven",700€,"Landlord policies
Languages spoken: English, German, Russian
Documents required:
Passport / ID
Proof of income (last 3 months) OR work contract
Proof of entrollment (for students only)
Registration is possible
Final cleaning fee
Rooms: up to 100€ if needed
Apartments/Studios: up to 250€ if needed
German broadcasting fee (GEZ) is not included
This landlord has a maximum age for rentals:
Rooms 35 years
Studios/Apartments 40 years"
671,Room for rent in co-living space with 5 rooms in Mitte,"Room
5
flatmates
5
bathrooms","Monthly rent
899 €","Bills
Electricity
Water
Gas
Wifi
Not included
Pay the Landlord 199€/month/room","Furnished
TV
Dishwasher
Exterior
Elevator
Equipped kitchen
Balcony or terrace
Oven","1,000€","Landlord policies
Payment method: bank transfer; credit card (2.5% fee), PayPal (2.5% fee)
Other costs:
GEZ-Gebühr (TV license) 17,50€
7% Surcharge is applicable for short-lets (duration of less than 6 months)
Final cleaning fee:
Room 100€
Studio 150€
Apartment 2 rooms 200€
Apartment 3 rooms 250€
Required documentation:
Passport Copy
Visa / Work-permit (non-EU citizen)
Employment Contract or Admission letter
Latest 3 payslips and 3 months bank statement
Tax returns of previous year (Freelancer or Self-Employed)
Blocked account details along with Parental Guarantee (Students)
Schufa (Optional)
Note: We also accept credit history from your country of origin
Registration possible and the necessary document will be provided post the move-in"
672,Room for rent in co-living space with 5 rooms in Mitte,"Room
5
flatmates","Monthly rent
899 €","Bills
Electricity
Included
Water
Included
Gas
Included
Wifi
Included","Furnished
TV
Dishwasher
Exterior
Elevator
Equipped kitchen
Balcony or terrace
Oven",1.5 months' rent,"Landlord policies
Payment method: bank transfer; credit card (2.5% fee), PayPal (2.5% fee)
Other costs:
GEZ-Gebühr (TV license) 17,50€
7% Surcharge is applicable for short-lets (duration of less than 6 months)
Final cleaning fee:
Room 100€
Studio 150€
Apartment 2 rooms 200€
Apartment 3 rooms 250€
Required documentation:
Passport Copy
Visa / Work-permit (non-EU citizen)
Employment Contract or Admission letter
Latest 3 payslips and 3 months bank statement
Tax returns of previous year (Freelancer or Self-Employed)
Blocked account details along with Parental Guarantee (Students)
Schufa (Optional)
Note: We also accept credit history from your country of origin
Registration possible and the necessary document will be provided post the move-in"
673,Room for rent in co-living space with 5 rooms in Mitte,"Room
5
flatmates","Monthly rent
899 €","Bills
Electricity
Included
Water
Included
Gas
Included
Wifi
Included","Furnished
TV
Dishwasher
Exterior
Elevator
Equipped kitchen
Balcony or terrace
Oven",1.5 months' rent,"Landlord policies
Payment method: bank transfer; credit card (2.5% fee), PayPal (2.5% fee)
Other costs:
GEZ-Gebühr (TV license) 17,50€
7% Surcharge is applicable for short-lets (duration of less than 6 months)
Final cleaning fee:
Room 100€
Studio 150€
Apartment 2 rooms 200€
Apartment 3 rooms 250€
Required documentation:
Passport Copy
Visa / Work-permit (non-EU citizen)
Employment Contract or Admission letter
Latest 3 payslips and 3 months bank statement
Tax returns of previous year (Freelancer or Self-Employed)
Blocked account details along with Parental Guarantee (Students)
Schufa (Optional)
Note: We also accept credit history from your country of origin
Registration possible and the necessary document will be provided post the move-in"
674,Room for rent in apartment with 2 bedrooms in Berlin,"Room
2
flatmates
1
bathrooms","Monthly rent
829 €","Bills
Electricity
Included
Water
Included
Gas
Included
Wifi
Included","Furnished
Equipped kitchen
Balcony or terrace
Electric water heating
Natural gas heating
Oven",1.5 months' rent,"Landlord policies
Payment method: bank transfer; credit card (2.5% fee), PayPal (2.5% fee)
Other costs:
GEZ-Gebühr (TV license) 17,50€
7% Surcharge is applicable for short-lets (duration of less than 6 months)
Final cleaning fee:
Room 100€
Studio 150€
Apartment 2 rooms 200€
Apartment 3 rooms 250€
Required documentation:
Passport Copy
Visa / Work-permit (non-EU citizen)
Employment Contract or Admission letter
Latest 3 payslips and 3 months bank statement
Tax returns of previous year (Freelancer or Self-Employed)
Blocked account details along with Parental Guarantee (Students)
Schufa (Optional)
Note: We also accept credit history from your country of origin
Registration possible and the necessary document will be provided post the move-in"
675,Incredible 1-bedroom apartment for rent in Kreuzberg,"Apartment
1
bedrooms
1
bathrooms
128
m2","Monthly rent
2390 €","Bills
Electricity
Water
Gas
Wifi
Included
Included up to 250€/month","Furnished
TV
Dishwasher
Washing machine
Dryer
Equipped kitchen
Natural gas water heating
Heating
Clothes dryer
Oven
128 m2",3 months' rent,"Landlord policies
Languages spoken: English, German
Lives on property: no
Deposit: 3 months’ rent
Payment method: bank transfer
Additional documentation:
ID / Passport
Recent Paychecks
Home Insurance"
676,Room for rent in apartment with 3 bedrooms in Berlin,"Room
3
flatmates","Monthly rent
850 €","Bills
Electricity
Included
Water
Included
Gas
Included
Wifi
Included","Furnished
Equipped kitchen
Oven",1 month's rent,"Landlord policies
Overnight guests permitted: yes
Maximum consecutive nights: 7
Maximum nights per month: 7
Payment method: bank transfer
Other costs
GEZ-Gebühr (TV license): no, not included in rent
Check-in/out:
Check-in hours: Monday-Friday 10:00-18:00
Check-out hours: before 12:00
Out of hours check-in: €100
Required documentation:
ID / Passport
Your landlord speaks: English, German
Your landlord does not live on the property"
677,Modern designer studio apartment to rent in Prenzlauer Berg,"Studio
22
m2","Monthly rent
960 €","Bills
Electricity
Included
Water
Included
Gas
Included
Wifi
Included","Furnished
TV
Dishwasher
Elevator
Equipped kitchen
Doorman/Reception
Other heating system
22 m2",200€,"Landlord policies
Payment method: bank transfer; credit card
Other costs
Towels: yes, included in rent
Cleaning service (weekly): included
Check-in/out:
Check-in hours: from 14:00
Check-out hours: until 11:00
Required documentation:
ID / Passport
Your landlord speaks: English, German
Your landlord does not live on the property"
678,Room for rent in co-living space with 5 rooms in Mitte,"Room
5
flatmates
5
bathrooms","Monthly rent
899 €","Bills
Electricity
Water
Gas
Wifi
Not included
Pay the Landlord 199€/month/room","Furnished
TV
Dishwasher
Exterior
Elevator
Equipped kitchen
Balcony or terrace
Oven",100€,"Landlord policies
Payment method: bank transfer; credit card (2.5% fee), PayPal (2.5% fee)
Other costs:
GEZ-Gebühr (TV license) 17,50€
7% Surcharge is applicable for short-lets (duration of less than 6 months)
Final cleaning fee:
Room 100€
Studio 150€
Apartment 2 rooms 200€
Apartment 3 rooms 250€
Required documentation:
Passport Copy
Visa / Work-permit (non-EU citizen)
Employment Contract or Admission letter
Latest 3 payslips and 3 months bank statement
Tax returns of previous year (Freelancer or Self-Employed)
Blocked account details along with Parental Guarantee (Students)
Schufa (Optional)
Note: We also accept credit history from your country of origin
Registration possible and the necessary document will be provided post the move-in"
679,Bright room in apartment with 2 bedrooms in Pankow,"Room
2
flatmates
1
bathrooms
50
m2","Monthly rent
650 €","Bills
Electricity
Included
Water
Included
Gas
Included
Wifi
Included","Furnished
Dishwasher
Washing machine
Interior
Equipped kitchen
Balcony or terrace
Central water heating
Heating
Oven
50 m2",2 months' rent,"Landlord policies
Payment method: bank transfer
Required documentation:
ID / Passport
Work contract
Recent paychecks / Bank statement
Your landlord speaks: English, Spanish, German, Italian
Your landlord does not live on the property"
680,Lovely studio apartment for rent in Friedrichshain-Kreuzberg,"Studio
1
bathrooms
35
m2","Monthly rent
1400 €","Bills
Electricity
Included
Water
Included
Gas
Included
Wifi
Included","Furnished
TV
Dishwasher
Washing machine
Interior
Equipped kitchen
Balcony or terrace
Other heating system
Oven
35 m2",1 month's rent,"Landlord policies
Languages spoken: German
Lives on property: no
Payment method: bank transfer
Smoking allowed: no
Pets permitted: no
Maximum occupancy: 2 people
Documents needed:
Copy of ID
Proof of income (last 3 months)
Guarantee statement (plus ID of the guarantor and contact details)
Copy of employment contract"
681,Room for rent in co-living space with 5 rooms in Mitte,"Room
5
flatmates
5
bathrooms","Monthly rent
899 €","Bills
Electricity
Water
Gas
Wifi
Not included
Pay the Landlord 199€/month/room","Furnished
TV
Dishwasher
Exterior
Elevator
Equipped kitchen
Balcony or terrace
Oven","1,000€","Landlord policies
Payment method: bank transfer; credit card (2.5% fee), PayPal (2.5% fee)
Other costs:
GEZ-Gebühr (TV license) 17,50€
7% Surcharge is applicable for short-lets (duration of less than 6 months)
Final cleaning fee:
Room 100€
Studio 150€
Apartment 2 rooms 200€
Apartment 3 rooms 250€
Required documentation:
Passport Copy
Visa / Work-permit (non-EU citizen)
Employment Contract or Admission letter
Latest 3 payslips and 3 months bank statement
Tax returns of previous year (Freelancer or Self-Employed)
Blocked account details along with Parental Guarantee (Students)
Schufa (Optional)
Note: We also accept credit history from your country of origin
Registration possible and the necessary document will be provided post the move-in"
682,Room for rent in co-living space with 5 rooms in Mitte,"Room
5
flatmates","Monthly rent
899 €","Bills
Electricity
Included
Water
Included
Gas
Included
Wifi
Included","Furnished
TV
Dishwasher
Exterior
Elevator
Equipped kitchen
Balcony or terrace
Oven",1.5 months' rent,"Landlord policies
Payment method: bank transfer; credit card (2.5% fee), PayPal (2.5% fee)
Other costs:
GEZ-Gebühr (TV license) 17,50€
7% Surcharge is applicable for short-lets (duration of less than 6 months)
Final cleaning fee:
Room 100€
Studio 150€
Apartment 2 rooms 200€
Apartment 3 rooms 250€
Required documentation:
Passport Copy
Visa / Work-permit (non-EU citizen)
Employment Contract or Admission letter
Latest 3 payslips and 3 months bank statement
Tax returns of previous year (Freelancer or Self-Employed)
Blocked account details along with Parental Guarantee (Students)
Schufa (Optional)
Note: We also accept credit history from your country of origin
Registration possible and the necessary document will be provided post the move-in"
683,Apartment with 1 bedroom for rent in Berlin,"Apartment
1
bedrooms
1
bathrooms
90
m2","Monthly rent
1460 €","Bills
Electricity
Included
Water
Included
Gas
Included
Wifi
Included","Furnished
A/C
TV
Dishwasher
Washing machine
Dryer
Interior
Elevator
Equipped kitchen
Central water heating
Heating
Clothes dryer
90 m2",1/2 month's rent,"Landlord policies
**Rent payment methods accepted:**
cash
bank transfer
credit card
**Required documentation:**
ID / Passport
Work contract
University acceptance letter
**Your landlord speaks:**
English"
684,Room for rent in co-living space with 5 rooms in Mitte,"Room
5
flatmates","Monthly rent
899 €","Bills
Electricity
Included
Water
Included
Gas
Included
Wifi
Included","Furnished
TV
Dishwasher
Exterior
Elevator
Equipped kitchen
Balcony or terrace
Oven",1.5 months' rent,"Landlord policies
Payment method: bank transfer; credit card (2.5% fee), PayPal (2.5% fee)
Other costs:
GEZ-Gebühr (TV license) 17,50€
7% Surcharge is applicable for short-lets (duration of less than 6 months)
Final cleaning fee:
Room 100€
Studio 150€
Apartment 2 rooms 200€
Apartment 3 rooms 250€
Required documentation:
Passport Copy
Visa / Work-permit (non-EU citizen)
Employment Contract or Admission letter
Latest 3 payslips and 3 months bank statement
Tax returns of previous year (Freelancer or Self-Employed)
Blocked account details along with Parental Guarantee (Students)
Schufa (Optional)
Note: We also accept credit history from your country of origin
Registration possible and the necessary document will be provided post the move-in"
685,Quiet apartment with 2 bedrooms to rent near Landwehr Canal in Neukölln,"Apartment
2
bedrooms
2
bathrooms
89
m2","Monthly rent
1950 €","Bills
Electricity
Included
Water
Included
Gas
Included
Wifi
Included","Furnished
TV
Washing machine
Dryer
Equipped kitchen
Parking available
Smoking allowed
Central water heating
Heating
Oven
89 m2",1 month's rent,"Landlord policies
-
Required documentation:
ID / Passport
Work contract
Your landlord speaks: English, German
Your landlord does not live on the property"
686,Room for rent in co-living space with 5 rooms in Mitte,"Room
5
flatmates","Monthly rent
899 €","Bills
Electricity
Included
Water
Included
Gas
Included
Wifi
Included","Furnished
TV
Dishwasher
Exterior
Elevator
Equipped kitchen
Balcony or terrace
Oven",1.5 months' rent,"Landlord policies
Payment method: bank transfer; credit card (2.5% fee), PayPal (2.5% fee)
Other costs:
GEZ-Gebühr (TV license) 17,50€
7% Surcharge is applicable for short-lets (duration of less than 6 months)
Final cleaning fee:
Room 100€
Studio 150€
Apartment 2 rooms 200€
Apartment 3 rooms 250€
Required documentation:
Passport Copy
Visa / Work-permit (non-EU citizen)
Employment Contract or Admission letter
Latest 3 payslips and 3 months bank statement
Tax returns of previous year (Freelancer or Self-Employed)
Blocked account details along with Parental Guarantee (Students)
Schufa (Optional)
Note: We also accept credit history from your country of origin
Registration possible and the necessary document will be provided post the move-in"
687,Bright apartment with 2 bedrooms for rent in Neukölln,"Apartment
1
bedrooms
67
m2","Monthly rent
1881 €","Bills
Electricity
Included
Water
Included
Gas
Included
Wifi
Included","Furnished
TV
Washing machine
Exterior
Elevator
Equipped kitchen
Balcony or terrace
Pet-friendly
Oven
67 m2","2,800€","Landlord policies
Overnight guests permitted: yes, if the apartment is big enough
Payment method: bank transfer; credit card; PayPal / cash (only in exceptional cases)
Check-in/out:
Check-in/out hours: 9:00 - 18:00 (Monday to Friday)
Additional documentation:
ID / Passport
Work Contract
Proof of Income
University Acceptance letter (if applicable)
Guarantor (if you don't have proof of income)
Your landlord speaks: English, German
Your landlord does not live on the property"
688,Modern apartment with 1 bedroom for rent near the river in dynamic Mitte,"Apartment
1
bedrooms
1
bathrooms
39
m2","Monthly rent
1300 €","Bills
Electricity
Included
Water
Included
Wifi
Included","Furnished
TV
Dishwasher
Washing machine
Dryer
Exterior
Elevator
Equipped kitchen
Balcony or terrace
Smoking allowed
Central water heating
Heating
39 m2",2 months' rent,"Landlord policies
Important: you must pay the deposit within 5 days of your booking being accepted or the booking will be cancelled
Languages spoken: English, German
Lives on property: no
Overnight guests permitted: yes
Payment method: bank transfer
Additional documentation:
ID / Passport
Your move-in date must be the 1st or 15th of the month.
Tenants must be between 18 and 35 years of age."
689,Tidy room for rent in apartment with 5 bedrooms in Pankow,"Room
5
flatmates
1
bathrooms
105
m2","Monthly rent
450 €","Bills
Electricity
Included
Water
Included
Gas
Included
Wifi
Included","Furnished
Washing machine
Exterior
Equipped kitchen
Balcony or terrace
Central water heating
Heating
Oven
105 m2",950€,"Landlord policies
Languages spoken: English, German, Italian
Lives on property: no
Payment method: bank transfer
Cleaning fee: €50 (payable before check in)
Additional documentation:
ID / Passport
Landlord provides registration
The landlord only accepts tenants under the age of 35.
The deposit must be paid as soon as the tenant receives the rental contract"
690,Modern 1-bedroom apartment to rent in Friedrichshain,"Apartment
1
bedrooms
1
bathrooms
59
m2","Monthly rent
1600 €","Bills
Electricity
Included
Water
Included
Gas
Included
Wifi
Included","Furnished
Equipped kitchen
Smoking allowed
Central water heating
Heating
Drying rack
Oven
59 m2","1,000€","Landlord policies
Payment method: bank transfer
Required documentation:
ID / Passport
Work contract
Enrollment Proof
Recent paychecks / Bank statement
Schufa
Your landlord speaks: English, German
Your landlord does not live on the property"
691,Room for rent with balcony in co-living space with 5 rooms in Mitte,"Room
5
flatmates
5
bathrooms","Monthly rent
899 €","Bills
Electricity
Water
Gas
Wifi
Not included
Pay the Landlord 199€/month/room","Furnished
TV
Dishwasher
Exterior
Elevator
Equipped kitchen
Balcony or terrace
Oven","1,000€","Landlord policies
Payment method: bank transfer; credit card (2.5% fee), PayPal (2.5% fee)
Other costs:
GEZ-Gebühr (TV license) 17,50€
7% Surcharge is applicable for short-lets (duration of less than 6 months)
Final cleaning fee:
Room 100€
Studio 150€
Apartment 2 rooms 200€
Apartment 3 rooms 250€
Required documentation:
Passport Copy
Visa / Work-permit (non-EU citizen)
Employment Contract or Admission letter
Latest 3 payslips and 3 months bank statement
Tax returns of previous year (Freelancer or Self-Employed)
Blocked account details along with Parental Guarantee (Students)
Schufa (Optional)
Note: We also accept credit history from your country of origin
Registration possible and the necessary document will be provided post the move-in"
692,Modern room with single bed for rent in Friedrichshain,"Room
5
flatmates
1
bathrooms
97
m2","Monthly rent
550 €","Bills
Electricity
Included
Water
Included
Gas
Included
Wifi
Included","Furnished
Washing machine
Elevator
Equipped kitchen
Balcony or terrace
Central water heating
Heating
Oven
97 m2",950€,"Landlord policies
Languages spoken: English, German, Italian
Lives on property: no
Payment method: bank transfer
Cleaning fee: €50 (payable before check in)
Additional documentation:
ID / Passport
Landlord provides registration
The landlord only accepts tenants under the age of 35.
The deposit must be paid as soon as the tenant receives the rental contract"
693,Room for rent with balcony in co-living space with 5 rooms in Mitte,"Room
5
flatmates","Monthly rent
899 €","Bills
Electricity
Included
Water
Included
Gas
Included
Wifi
Included","Furnished
TV
Dishwasher
Exterior
Elevator
Equipped kitchen
Balcony or terrace
Oven",1.5 months' rent,"Landlord policies
Payment method: bank transfer; credit card (2.5% fee), PayPal (2.5% fee)
Other costs:
GEZ-Gebühr (TV license) 17,50€
7% Surcharge is applicable for short-lets (duration of less than 6 months)
Final cleaning fee:
Room 100€
Studio 150€
Apartment 2 rooms 200€
Apartment 3 rooms 250€
Required documentation:
Passport Copy
Visa / Work-permit (non-EU citizen)
Employment Contract or Admission letter
Latest 3 payslips and 3 months bank statement
Tax returns of previous year (Freelancer or Self-Employed)
Blocked account details along with Parental Guarantee (Students)
Schufa (Optional)
Note: We also accept credit history from your country of origin
Registration possible and the necessary document will be provided post the move-in"
694,Room for rent in co-living space with 5 rooms in Mitte,"Room
5
flatmates
5
bathrooms","Monthly rent
899 €","Bills
Electricity
Water
Gas
Wifi
Not included
Pay the Landlord 199€/month/room","Furnished
TV
Dishwasher
Exterior
Elevator
Equipped kitchen
Balcony or terrace
Oven","1,000€","Landlord policies
Payment method: bank transfer; credit card (2.5% fee), PayPal (2.5% fee)
Other costs:
GEZ-Gebühr (TV license) 17,50€
7% Surcharge is applicable for short-lets (duration of less than 6 months)
Final cleaning fee:
Room 100€
Studio 150€
Apartment 2 rooms 200€
Apartment 3 rooms 250€
Required documentation:
Passport Copy
Visa / Work-permit (non-EU citizen)
Employment Contract or Admission letter
Latest 3 payslips and 3 months bank statement
Tax returns of previous year (Freelancer or Self-Employed)
Blocked account details along with Parental Guarantee (Students)
Schufa (Optional)
Note: We also accept credit history from your country of origin
Registration possible and the necessary document will be provided post the move-in"
695,Room for rent in co-living space with 5 rooms in Mitte,"Room
5
flatmates","Monthly rent
899 €","Bills
Electricity
Included
Water
Included
Gas
Included
Wifi
Included","Furnished
TV
Dishwasher
Exterior
Elevator
Equipped kitchen
Balcony or terrace
Oven",1.5 months' rent,"Landlord policies
Payment method: bank transfer; credit card (2.5% fee), PayPal (2.5% fee)
Other costs:
GEZ-Gebühr (TV license) 17,50€
7% Surcharge is applicable for short-lets (duration of less than 6 months)
Final cleaning fee:
Room 100€
Studio 150€
Apartment 2 rooms 200€
Apartment 3 rooms 250€
Required documentation:
Passport Copy
Visa / Work-permit (non-EU citizen)
Employment Contract or Admission letter
Latest 3 payslips and 3 months bank statement
Tax returns of previous year (Freelancer or Self-Employed)
Blocked account details along with Parental Guarantee (Students)
Schufa (Optional)
Note: We also accept credit history from your country of origin
Registration possible and the necessary document will be provided post the move-in"
696,"Studio for rent in Sprengelkiez, Berlin","Studio
29
m2","Monthly rent
1050 €","Bills
Electricity
Included
Water
Included
Gas
Included
Wifi
Included","Furnished
TV
Washing machine
Equipped kitchen
Pet-friendly
Smoking allowed
Central water heating
Heating
Oven
29 m2","1,500€","Landlord policies
Overnight guests permitted: yes, if the apartment is big enough
Payment method: bank transfer; credit card; PayPal / cash (only in exceptional cases)
Check-in/out:
Check-in/out hours: 9:00 - 18:00 (Monday to Friday)
Additional documentation:
ID / Passport
Work Contract
Proof of Income
University Acceptance letter (if applicable)
Guarantor (if you don't have proof of income)
Your landlord speaks: English, German
Your landlord does not live on the property"
697,Stylish 2-bedroom apartment for rent in Friedrichshain-Kreuzberg,"Apartment
2
bedrooms
1
bathrooms
121
m2","Monthly rent
2745 €","Bills
Electricity
Included
Water
Included
Gas
Included
Wifi
Included","Furnished
TV
Dishwasher
Washing machine
Dryer
Elevator
Equipped kitchen
Balcony or terrace
Natural gas water heating
Heating
Clothes dryer
Oven
121 m2",1 month's rent,"Landlord policies
Languages spoken: English, German, French, Russian
Lives on property: no
Deposit: 1 month’s rent
Payment method: bank transfer
Additional documentation:
ID / Passport
Work Contract
University Acceptance letter (if applicable)
Recent Paychecks / Bank Statement"
698,Bedroom 2 with twin beds,"Room
5
flatmates
1
bathrooms","Room
Price shown is for 1 person. Price for 2 people +€423/month.","Bills
Electricity
Included
Water
Included
Gas
Included
Wifi
Included","Furnished
Dishwasher
Washing machine
Elevator
Equipped kitchen
Other heating system
Drying rack
Oven",2 months' rent,"Landlord policies
Languages spoken: English, German
Deposit: 2 months' rent
Lives on property: no
Payment method: cash; bank transaction
Smoking allowed: no
Pets allowed: no
Possibility of domiciliation: yes
Documents required:
Copy of passport: yes
Haftpflichtversicherung (liability insurance): yes
Proof of enrollment: yes, if you are a student"
699,Solid apartment with 2 bedrooms to rent near concert venues in Friedrichshain,"Apartment
2
bedrooms
1
bathrooms
60
m2","Monthly rent
2000 €","Bills
Electricity
Included
Water
Included
Gas
Included
Wifi
Included","Furnished
TV
Dishwasher
Washing machine
Equipped kitchen
Parking available
Central water heating
Heating
Oven
60 m2",2 months' rent,"Landlord policies
Deposit: 2 months’ rent
Payment method: bank transfer
Check-in/out:
Check-in hours:
Check-out hours: until 11:00
Out of hours check-in: €X
Check-out cleaning fee: €X (payable at check-out)
Additional documentation:
ID / Passport
Recent Paychecks / Bank Statement
Your landlord speaks: English, German
Your landlord does not live on the property."
700,2-bedroom apartment with access to multi-use co-working space to rent in Friedrichshain,"Apartment
2
bedrooms
72
m2","Monthly rent
1999 €","Bills
Electricity
Included
Water
Included
Gas
Included
Wifi
Included","Furnished
TV
Dishwasher
Washing machine
Exterior
Elevator
Equipped kitchen
Balcony or terrace
Central water heating
Heating
Oven
72 m2",1 month's rent,"Landlord policies
Pets: upon request
Payment method: Bank transfer
Other costs:
GEZ-Gebühr (TV license): yes, included in rent
Required documentation:
ID / Passport
Work contract
University acceptance letter (if applicable)
Recent paychecks / Bank statement
Your landlord speaks: English, German, Russian.
Your landlord does not live on the property"
701,Light and modern apartment with 1 bedroom for rent in bustling Mitte,"Apartment
1
bedrooms
1
bathrooms
45
m2","Monthly rent
1390 €","Bills
Electricity
Included
Water
Included
Gas
Included
Wifi
Included","Furnished
TV
Dishwasher
Washing machine
Equipped kitchen
Parking available
Heating
Oven
45 m2",1.5 months' rent,"Landlord policies
Overnight guests permitted: yes, if the apartment is big enough
Payment method: bank transfer; credit card; PayPal / cash (only in exceptional cases)
Check-in/out:
Check-in/out hours: 9:00 - 18:00 (Monday to Friday)
Additional documentation:
ID / Passport
Work Contract
Proof of Income
University Acceptance letter (if applicable)
Guarantor (if you don't have proof of income)
Your landlord speaks: English, German
Your landlord does not live on the property"
702,Room for rent in apartment with 7 bedrooms in Berlin,"Room
7
flatmates
1
bathrooms","Monthly rent
529 €","Bills
Electricity
Included
Water
Included
Gas
Included
Wifi
Included","Furnished
Washing machine
Equipped kitchen
Oven",700€,"Landlord policies
Languages spoken: English, German, Russian
Documents required:
Passport / ID
Proof of income (last 3 months) OR work contract
Proof of entrollment (for students only)
Registration is possible
Final cleaning fee
Rooms: up to 100€ if needed
Apartments/Studios: up to 250€ if needed
German broadcasting fee (GEZ) is not included
This landlord has a maximum age for rentals:
Rooms 35 years
Studios/Apartments 40 years"
703,Beautiful apartment with 1 bedroom for rent in Mitte,"Apartment
1
bedrooms
1
bathrooms
53
m2","Monthly rent
1590 €","Bills
Electricity
Included
Water
Included
Gas
Included
Wifi
Included","Furnished
TV
Dishwasher
Washing machine
53 m2","2,000€","Landlord policies
Overnight guests permitted: yes, if the apartment is big enough
Payment method: bank transfer; credit card; PayPal / cash (only in exceptional cases)
Check-in/out:
Check-in/out hours: 9:00 - 18:00 (Monday to Friday)
Additional documentation:
ID / Passport
Work Contract
Proof of Income
University Acceptance letter (if applicable)
Guarantor (if you don't have proof of income)
Your landlord speaks: English, German
Your landlord does not live on the property"
